,MOVIE,YEAR,RATING,RUNTIME (min),IMDB,METASCORE,VOTES,ACTION,ADVENTURE,ANIMATION,BIOGRAPHY,C,COMEDY,CRIME,DOCUMENTARY,DRAMA,FAMILY,FANTASY,GAME-SHOW,HISTORY,HORROR,I,M,MUSIC,MUSICAL,MYSTERY,REALITY-TV,ROMANCE,S,SHORT,TALK-SHOW,THRILLER,U
147,Laugh-In,(1967–1973),,60.0,8.0,NaN,3215.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
148,LazyTown,(2002–2014),TP,30.0,5.9,NaN,7425.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
149,LelleBelle,(2010 TV Movie),,85.0,5.5,NaN,1260.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
150,Los Conchords,(2007–2009),7,28.0,8.6,NaN,61554.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
151,Los Estados Unidos contra Billie Holiday,(2021),16,126.0,6.3,52.0,13268.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
152,Los productores,(1967),13,88.0,7.5,96.0,56437.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
153,Love & Mercy,(2014),12,121.0,7.4,80.0,39980.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
154,Maestro,(VII),,NaN,NaN,NaN,NaN,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
155,Magic Mike XXL,(2015),16,115.0,5.6,60.0,56639.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
156,Mamá y sus increíbles hijos,(1970–1974),,30.0,6.5,NaN,4225.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
157,Metal Lords,(2022),12,97.0,6.7,59.0,27120.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
158,Michael Jackson: Thriller,(1983 Music Video),,13.0,8.7,NaN,17246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
159,Monarch,(2022– ),,44.0,4.0,NaN,1182.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
160,Moonage Daydream,(2022),7,135.0,8.0,83.0,5911.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
161,Movida en el Roxbury,(1998),13,82.0,6.2,26.0,61263.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
162,Moxie,(I) (2021),12,111.0,6.7,54.0,25858.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
163,Mozart in the Jungle,(2014–2018),16,29.0,8.1,NaN,24879.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
164,Muerte a 33 revoluciones por minuto,(1986),,98.0,5.8,57.0,7002.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
165,My Little Pony: La magia de la amistad,(2010–2020),TP,22.0,7.7,NaN,21180.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
166,Más allá del valle de las muñecas,(1970),,109.0,6.1,60.0,11317.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
167,Música a bordo,(2019),12,112.0,7.0,45.0,9541.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
168,Nashville,(1975),,160.0,7.7,96.0,26624.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
169,Nashville,(2012–2018),12,43.0,7.7,NaN,25837.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
170,Nocturno,(II) (2020),16,90.0,5.7,58.0,9483.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
171,Nowhere Boy,(2009),R,98.0,7.1,67.0,37203.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
172,O Brother!,(2000),A,107.0,7.7,69.0,312119.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
173,Once,(I) (2007),TP,86.0,7.8,89.0,116953.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
174,Pink Floyd: The Wall (El muro),(1982),18,95.0,8.0,47.0,81454.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
175,Pistol,(2022),18,NaN,7.6,NaN,6600.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
176,Ponte en mi lugar,(2003),A,97.0,6.3,70.0,139673.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,Profesor Holland,(1995),T,143.0,7.3,59.0,39788.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
178,Punk story,(1998),R,97.0,7.4,50.0,30261.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
179,Purple Rain,(1984),13,111.0,6.5,55.0,22085.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
180,Quadrophenia,(1979),18,120.0,7.2,79.0,19278.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
181,Quiero ser libre,(1980),,124.0,7.5,87.0,19106.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
182,Quiero ser superfamosa,(2004),PG,89.0,4.6,33.0,29581.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
183,Radio encubierta,(2009),R,135.0,7.3,58.0,112159.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
184,Ray,(I) (2004),13,152.0,7.7,73.0,148561.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
185,Respect,(2021),12,145.0,6.6,61.0,14900.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
186,Rheingold,(2022),,138.0,6.8,NaN,256.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,Riley y el mundo,(2014–2017),TP,23.0,7.1,NaN,14824.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
188,Rock Star,(2001),13,105.0,6.3,54.0,43685.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
189,Río,(2011),A/i,96.0,6.9,63.0,228374.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
190,Río sin retorno,(1954),13,91.0,6.6,NaN,11911.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191,Saturday Night Live,(1975– ),,90.0,8.0,NaN,49009.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
192,Selena,(1997),PG,127.0,6.8,67.0,29268.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
193,Señores del caos,(2018),R,118.0,6.6,48.0,16283.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
194,Shall we Dance? (¿Bailamos?),(2004),A,106.0,6.2,47.0,47437.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
195,Si decido quedarme,(2014),13,107.0,6.7,46.0,123660.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
196,Sid y Nancy,(1986),18,112.0,7.0,76.0,32731.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
197,Sing Street,(2016),12,106.0,7.9,79.0,94057.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
198,Sinéad O'Connor: Nothing Compares,(2022),,97.0,7.5,76.0,619.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
199,Sister Act (Una monja de cuidado),(1992),T,100.0,6.5,51.0,99826.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
200,Sister Act 2: De vuelta al convento,(1993),T,107.0,5.6,38.0,54542.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
201,Slumber Party Massacre II,(1987),,77.0,4.6,NaN,6328.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
202,Solteros,(1992),13,99.0,6.7,71.0,30596.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
203,Soul,(2020),A,100.0,8.0,83.0,326242.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
204,Sound of Metal,(2019),12,120.0,7.7,82.0,127249.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
205,Soundtrack #1,(2022– ),,44.0,7.8,NaN,1508.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
206,Spy Kids 4: Todo el tiempo del mundo,(2011),A,89.0,3.5,37.0,25810.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
207,Staying Alive,(1983),A,93.0,4.7,23.0,16284.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
208,Step Up Revolution,(2012),PG-13,99.0,6.4,43.0,56491.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
209,Step Up: High Water,(2018– ),,50.0,7.3,NaN,1349.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
210,Straight Outta Compton,(2015),16,147.0,7.8,72.0,202498.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
211,Street Dance,(2008),PG-13,98.0,6.2,50.0,87996.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
212,Studio 666,(2022),16,106.0,5.7,50.0,8917.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
213,Tarzán,(1999),A,88.0,7.3,79.0,226990.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,Taurus,(2022),,98.0,5.1,56.0,166.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
215,Taylor Swift: Anti-Hero,(2022 Music Video),,5.0,9.0,NaN,104.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
216,The Beatles: Get Back,(2021),16,468.0,9.0,NaN,22437.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
217,The Commitments,(1991),13,118.0,7.6,73.0,36009.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
218,The Dirt,(2019),18,107.0,7.0,39.0,49986.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219,The Doors,(1991),18,140.0,7.2,62.0,93294.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
220,The Graham Norton Show,(2007– ),12,60.0,8.4,NaN,12142.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
221,The Masked Singer,(2019–2022),,60.0,5.9,NaN,4528.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
222,The Runaways,(2010),R,106.0,6.5,65.0,49407.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223,The Voice,(2011– ),,60.0,6.5,NaN,12647.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
224,The Wonders,(1996),T,108.0,6.9,71.0,69513.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
225,This Is Spinal Tap,(1984),18,82.0,7.9,92.0,140190.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
226,Tina,(1993),18,118.0,7.3,76.0,21464.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
227,Todo el mundo odia a Chris,(2005–2009),,22.0,7.5,NaN,38182.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
228,Todo eso y más,(1994–2020),,30.0,7.5,NaN,7819.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
229,Todo sobre mi desmadre,(2010),12,109.0,6.3,65.0,179367.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
230,Top Secret!,(1984),A,90.0,7.2,68.0,67715.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
231,Torn Hearts,(2022),,97.0,5.1,59.0,1082.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
232,Treme,(2010–2013),12,55.0,8.3,NaN,14939.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
233,Tres colores: Azul,(1993),13,94.0,7.9,85.0,102500.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
234,Tár,(2022),R,158.0,8.2,91.0,2931.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
235,Un poderoso viento,(2003),PG-13,91.0,7.2,81.0,28337.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
236,Un rockero de pelotas,(2008),PG-13,102.0,6.2,53.0,38998.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
237,Una casa de locos,(2014– ),7,22.0,7.0,NaN,6699.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
238,Unsolved,(2018– ),16,60.0,7.8,NaN,8081.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
239,Velvet Goldmine,(1998),13,118.0,6.9,65.0,36041.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
240,Victorious,(2010–2013),TP,30.0,7.0,NaN,25565.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
241,Vinyl,(2016),18,60.0,7.7,NaN,23781.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
242,Wayne's World 2: ¡Qué desparrame 2!,(1993),PG-13,95.0,6.2,60.0,83306.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
243,Wayne's World: ¡Qué desparrame!,(1992),13,94.0,7.0,57.0,158026.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
244,Weird: The Al Yankovic Story,(2022),,108.0,7.5,76.0,340.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
245,Whiplash,(2014),12,106.0,8.5,88.0,848488.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
246,Yesterday,(III) (2019),A,116.0,6.8,55.0,152903.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
247,Yo era famoso,(2022),,104.0,6.6,NaN,6538.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
248,Yoga Hosers,(2016),12,88.0,4.2,23.0,14306.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
249,Your Lie in April,(2014–2015),A,23.0,8.6,NaN,29502.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
